"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Sales, value of shipments, or revenue size of firms code (RCPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","72","Accommodation and food services","Total","Total","White","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","78,117","W","534,242","7,393,140","2.3","S","3.7","2.7"
"United States","72","Accommodation and food services","Total","Total","White","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","73,230","W","964,612","15,744,550","2.9","S","3.0","2.7"
"United States","72","Accommodation and food services","Total","Total","White","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","101,081","W","6,068,896","121,423,906","2.3","S","4.4","3.8"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","559","L","936","8,166","27.3","S","39.4","27.6"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","1,269","R","4,255","47,009","28.9","S","42.0","30.1"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","1,757","T","10,793","158,194","10.9","S","25.6","17.7"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","1,227","T","19,143","303,565","26.6","S","53.8","47.3"
"United States","72","Accommodation and food services","Total","Total","Black or African American","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","1,680","W","138,382","2,148,068","22.7","S","26.5","20.3"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of less than $5,000","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","14","B","2","166","11.5","S","160.5","1.0"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","432","M","1,573","14,803","40.2","S","62.8","46.5"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","394","O","2,598","32,832","33.7","S","42.8","46.6"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","340","U","17,115","345,296","53.8","S","43.9","36.1"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of less than $5,000","2018","359","B","1,533","37,492","36.4","S","94.7","125.0"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","455","I","590","11,774","32.7","S","85.2","124.5"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","1,648","L","2,863","21,632","22.7","S","61.5","64.5"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","2,303","O","3,212","50,838","14.6","S","35.4","63.4"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","6,917","T","14,079","128,627","4.5","S","12.1","9.3"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","26,862","U","82,924","1,069,519","5.4","S","6.9","5.3"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","35,921","W","211,668","3,116,551","3.7","S","6.3","6.7"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","33,928","W","348,449","6,135,358","4.7","S","4.9","4.9"
"United States","72","Accommodation and food services","Total","Total","Asian","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","31,892","W","1,105,792","23,062,382","5.0","S","7.2","6.5"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of less than $5,000","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","2","B","1","6","104.0","S","321.1","77.5"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","4","B","0","41","40.1","S","0.0","11.7"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","4","B","2","78","40.1","S","80.3","1.3"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of less than $5,000","2018","632","I","1,741","39,981","28.7","S","84.2","117.2"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","702","K","1,276","13,435","22.6","S","56.7","108.8"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","2,478","L","3,481","33,974","18.6","S","50.1","41.9"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","3,256","O","4,891","71,113","10.4","S","23.9","48.8"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","9,987","T","19,794","181,913","4.8","S","11.2","6.2"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","35,482","W","109,733","1,401,323","5.2","S","7.1","5.0"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","48,793","W","290,706","4,291,478","3.3","S","5.1","5.2"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","44,398","W","472,858","8,366,567","4.7","S","4.8","5.1"
"United States","72","Accommodation and food services","Total","Total","Minority","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","45,726","W","1,742,797","35,215,303","3.8","S","6.1","5.4"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of less than $5,000","2018","9","B","0","64","17.8","S","0.0","0.0"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","16","B","4","50","10.0","S","80.3","3.2"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","155","K","300","1,985","46.7","S","101.0","52.6"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","1,287","R","5,343","57,005","18.8","S","33.5","23.5"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","2,046","T","15,874","195,659","11.6","S","17.3","16.0"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","1,888","U","24,218","434,977","12.1","S","14.8","16.9"
"United States","72","Accommodation and food services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","2,684","W","129,109","2,603,979","10.4","S","10.9","9.8"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of less than $5,000","2018","1,020","I","3,981","151,629","21.5","S","58.0","33.2"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","1,409","K","3,741","74,575","13.4","S","11.0","6.4"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","3,839","M","4,952","37,950","8.5","S","27.3","35.2"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","6,118","R","11,514","218,377","10.4","S","9.8","3.8"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","19,437","U","45,168","386,664","5.0","S","8.6","15.3"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","47,917","W","174,404","2,000,860","3.2","S","4.3","6.4"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","65,442","W","453,723","6,214,400","2.6","S","3.9","2.8"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","62,718","W","844,754","13,543,652","3.5","S","3.6","3.7"
"United States","72","Accommodation and food services","Total","Total","Nonminority","Nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","86,971","W","5,471,338","109,458,126","2.3","S","4.2","3.6"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of less than $5,000","2018","1,794","I","5,895","194,739","13.6","S","58.5","44.9"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $5,000 to $9,999","2018","2,356","L","5,173","88,961","9.6","S","12.3","16.2"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $10,000 to $24,999","2018","6,639","O","8,753","80,777","10.3","S","31.2","29.9"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $25,000 to $49,999","2018","10,059","R","17,739","298,195","8.1","S","10.6","11.1"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $50,000 to $99,999","2018","31,979","U","69,221","609,117","3.7","S","7.6","9.9"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $100,000 to $249,999","2018","89,892","W","308,183","3,682,340","2.2","S","3.0","3.5"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $250,000 to $499,999","2018","123,262","W","809,788","11,376,652","1.4","S","2.8","1.9"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $500,000 to $999,999","2018","114,855","W","1,416,261","23,563,152","1.9","S","2.0","1.4"
"United States","72","Accommodation and food services","Classifiable","Classifiable","Classifiable","Classifiable","Firms with sales/receipts of $1,000,000 or more","2018","142,709","W","7,898,505","158,024,233","1.3","S","3.3","2.7"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of less than $5,000","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $5,000 to $9,999","2018","10","B","7","79","16.1","S","0.0","0.0"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $10,000 to $24,999","2018","26","B","61","627","6.2","S","23.7","1.5"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $25,000 to $49,999","2018","54","I","79","736","3.0","S","16.3","2.0"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $50,000 to $99,999","2018","316","L","635","7,125","25.9","S","37.2","41.8"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $100,000 to $249,999","2018","944","O","2,652","34,131","17.1","S","22.5","17.2"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $250,000 to $499,999","2018","1,205","R","7,389","127,958","16.1","S","23.0","26.7"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $500,000 to $999,999","2018","1,849","U","24,632","949,260","19.8","S","40.2","102.9"
"United States","72","Accommodation and food services","Unclassifiable","Unclassifiable","Unclassifiable","Unclassifiable","Firms with sales/receipts of $1,000,000 or more","2018","4,026","W","3,697,865","87,360,671","5.0","S","1.2","1.4"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of less than $5,000","2018","2,161","K","1,655","32,143","17.9","S","28.2","48.1"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","2,673","L","2,585","21,715","18.1","S","42.2","60.9"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","8,385","O","7,344","78,401","5.4","S","18.8","31.4"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","21,724","T","23,338","244,694","4.9","S","7.0","5.2"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","48,607","U","67,158","991,729","2.6","S","3.5","4.9"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","105,455","W","256,109","4,893,448","1.7","S","5.8","4.9"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","91,955","W","376,134","9,206,952","2.4","S","2.8","2.8"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","65,064","W","430,915","13,238,304","6.1","S","6.7","5.5"
"United States","81 (663)","Other services (except public administration) (663)","Total","Total","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","49,110","W","1,608,865","64,970,905","3.1","S","5.1","5.5"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of less than $5,000","2018","638","I","312","4,121","36.6","S","54.5","35.3"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","891","K","1,033","11,426","31.2","S","64.9","104.5"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","3,147","M","3,084","27,543","14.2","S","26.6","37.0"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","9,062","R","9,489","101,326","11.0","S","15.7","10.3"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","19,377","U","27,546","405,978","7.1","S","8.5","9.8"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","32,051","W","90,462","1,538,847","6.4","S","8.7","8.9"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","20,699","W","112,029","2,388,350","5.4","S","4.1","4.7"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","10,380","W","88,390","2,328,460","11.6","S","13.7","11.4"
"United States","81 (663)","Other services (except public administration) (663)","Female","Total","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","6,531","W","187,630","6,237,352","10.6","S","25.4","21.5"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of less than $5,000","2018","1,131","I","1,031","18,979","29.0","S","35.3","49.7"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","1,333","K","1,131","7,411","18.9","S","34.4","44.7"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","3,683","M","3,070","40,822","7.6","S","28.9","47.8"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","8,892","R","9,249","102,556","5.9","S","10.6","9.0"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","20,666","U","28,069","416,422","4.5","S","6.1","6.7"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","53,118","W","106,700","2,246,247","2.1","S","1.9","1.8"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","51,298","W","179,934","4,740,292","3.9","S","4.2","3.6"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","39,942","W","241,209","7,907,583","7.3","S","9.1","6.7"
"United States","81 (663)","Other services (except public administration) (663)","Male","Total","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","32,458","W","784,249","31,912,792","4.8","S","7.2","6.5"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of less than $5,000","2018","329","B","283","8,309","20.6","S","76.0","98.4"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","417","I","417","2,754","37.3","S","75.7","79.7"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","1,455","L","1,116","9,384","10.5","S","23.5","17.0"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","3,488","O","4,255","36,703","7.5","S","13.6","15.4"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","8,115","T","10,745","159,356","11.6","S","10.6","9.7"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","19,435","U","47,793","903,223","5.1","S","7.8","7.7"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","19,061","W","80,328","1,983,613","3.6","S","5.6","5.3"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","14,022","W","95,827","2,849,800","8.3","S","9.9","9.1"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Total","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","8,708","W","188,792","6,986,415","8.6","S","16.6","14.9"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","480","K","395","5,875","33.0","S","46.5","53.3"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","1,628","M","1,908","19,031","14.9","S","35.5","30.7"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","3,699","R","5,016","68,082","12.3","S","21.9","18.9"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","6,877","U","14,620","284,731","7.3","S","13.5","8.1"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","6,281","U","25,368","558,892","10.1","S","14.0","11.4"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","4,184","U","25,813","798,456","11.8","S","13.6","9.3"
"United States","81 (663)","Other services (except public administration) (663)","Total","Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","1,949","W","37,292","1,591,328","16.0","S","16.9","18.5"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","5","B","3","14","32.1","S","0.0","0.0"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","14","B","2","75","11.5","S","80.3","6.7"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","779","L","832","9,193","18.2","S","34.0","28.6"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","1,596","O","2,312","32,216","25.6","S","44.2","35.2"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","2,051","R","4,938","89,442","18.5","S","24.2","21.2"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","1,130","R","7,023","133,961","18.0","S","21.0","24.4"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","682","R","5,887","154,466","31.7","S","41.0","37.2"
"United States","81 (663)","Other services (except public administration) (663)","Female","Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","222","I","106","2,306","34.9","S","68.3","79.2"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","567","L","684","6,826","30.8","S","45.5","53.3"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","1,849","O","2,464","32,041","17.9","S","15.7","26.3"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","4,080","T","8,457","163,603","8.0","S","16.4","7.7"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","4,374","U","16,025","363,282","12.0","S","17.9","13.2"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","2,738","U","14,893","485,552","17.8","S","15.9","15.3"
"United States","81 (663)","Other services (except public administration) (663)","Male","Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","1,487","U","28,711","1,280,767","12.7","S","14.0","21.3"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","3","B","0","4","53.5","S","0.0","160.5"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","280","K","391","3,011","30.0","S","80.7","50.5"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","253","L","240","3,825","48.8","S","66.4","63.0"
