"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Employment size of firms code (EMPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 1 to 4 employees","2018","8,919","U","17,764","442,251","7.9","S","9.8","23.5"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 5 to 9 employees","2018","4,193","U","28,361","526,179","6.3","S","7.2","28.1"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 10 to 19 employees","2018","2,347","U","29,500","501,563","16.7","S","16.4","24.1"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 20 to 49 employees","2018","1,795","U","53,824","1,181,616","23.8","S","22.3","24.7"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 50 to 99 employees","2018","620","U","43,125","1,194,492","49.8","S","47.8","48.9"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 100 to 249 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 250 to 499 employees","2018","3","R","909","60,800","53.5","S","3.5","4.8"
"United States","61","Educational services","Female","Total","Nonminority","Total","Firms with 500 employees or more","2018","17","U","12,233","503,937","9.4","S","0.1","1.0"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 1 to 4 employees","2018","9,462","U","17,952","577,086","7.4","S","9.6","8.7"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 5 to 9 employees","2018","3,402","U","22,773","669,229","16.3","S","17.0","20.2"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 10 to 19 employees","2018","2,576","U","35,172","843,146","9.1","S","8.5","17.3"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 20 to 49 employees","2018","1,934","U","55,991","1,749,544","21.6","S","20.8","27.0"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 50 to 99 employees","2018","620","U","41,641","1,470,412","39.7","S","41.4","42.6"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 250 to 499 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Nonminority","Total","Firms with 500 employees or more","2018","62","W","43,354","1,789,007","2.6","S","0.9","0.6"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with no employees","2018","1,196","R","0","51,657","23.8","S","0.0","21.5"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 1 to 4 employees","2018","3,725","T","7,826","224,808","9.5","S","13.3","25.8"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 5 to 9 employees","2018","1,835","T","12,555","286,925","15.4","S","15.9","18.2"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 10 to 19 employees","2018","1,461","U","19,199","395,815","26.5","S","25.6","34.5"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 20 to 49 employees","2018","976","U","28,281","571,090","35.6","S","39.9","38.8"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 50 to 99 employees","2018","272","U","17,603","521,522","37.8","S","37.5","44.5"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 100 to 249 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 250 to 499 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Equally male/female","Total","Nonminority","Total","Firms with 500 employees or more","2018","6","R","3,978","137,444","26.8","S","1.7","1.1"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with no employees","2018","315","L","0","9,474","28.1","S","0.0","34.1"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 1 to 4 employees","2018","1,190","R","2,116","68,350","19.6","S","26.9","37.0"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 5 to 9 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 10 to 19 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 20 to 49 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 100 to 249 employees","2018","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 250 to 499 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Veteran","Firms with 500 employees or more","2018","11","T","9,136","356,151","14.6","S","2.1","1.3"
"United States","61","Educational services","Female","Total","Total","Veteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Total","Veteran","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Total","Veteran","Firms with 5 to 9 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Total","Veteran","Firms with 10 to 19 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Total","Veteran","Firms with 20 to 49 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Female","Total","Total","Veteran","Firms with 500 employees or more","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with no employees","2018","255","L","0","6,406","34.6","S","0.0","8.4"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 1 to 4 employees","2018","844","R","1,411","53,141","18.3","S","20.3","37.2"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 10 to 19 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 100 to 249 employees","2018","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 250 to 499 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Veteran","Firms with 500 employees or more","2018","10","T","9,116","354,962","16.1","S","2.1","1.3"
"United States","61","Educational services","Equally male/female","Total","Total","Veteran","Firms with no employees","2018","10","B","0","181","16.1","S","0.0","0.9"
"United States","61","Educational services","Equally male/female","Total","Total","Veteran","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Veteran","Firms with 10 to 19 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Hispanic","Total","Veteran","Firms with no employees","2018","7","I","0","377","22.9","S","0.0","0.8"
"United States","61","Educational services","Total","Hispanic","Total","Veteran","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Veteran","Firms with 5 to 9 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Hispanic","Total","Veteran","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with no employees","2018","7","B","0","96","22.9","S","0.0","0.0"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with 1 to 4 employees","2018","3","B","0","95","53.5","S","0.0","6.8"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with no employees","2018","301","L","0","9,001","29.4","S","0.0","35.9"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 1 to 4 employees","2018","1,126","R","2,024","67,221","21.6","S","29.5","37.5"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 10 to 19 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 20 to 49 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 50 to 99 employees","2018","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 100 to 249 employees","2018","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 250 to 499 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Veteran","Firms with 500 employees or more","2018","11","T","9,136","356,151","14.6","S","2.1","1.3"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with no employees","2018","303","L","0","9,177","29.2","S","0.0","35.2"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 1 to 4 employees","2018","1,094","R","2,014","65,971","19.3","S","27.4","39.2"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 10 to 19 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 100 to 249 employees","2018","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 250 to 499 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","White","Veteran","Firms with 500 employees or more","2018","10","T","9,034","352,724","16.1","S","2.1","1.3"
"United States","61","Educational services","Total","Total","Black or African American","Veteran","Firms with no employees","2018","13","I","0","297","12.3","S","0.0","1.1"
"United States","61","Educational services","Total","Total","Black or African American","Veteran","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Black or African American","Veteran","Firms with 5 to 9 employees","2018","4","B","18","160","40.1","S","8.9","0.9"
"United States","61","Educational services","Total","Total","Black or African American","Veteran","Firms with 10 to 19 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Black or African American","Veteran","Firms with 20 to 49 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Black or African American","Veteran","Firms with 250 to 499 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Black or African American","Veteran","Firms with 500 employees or more","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Veteran","Firms with 5 to 9 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with no employees","2018","21","I","0","674","7.6","S","0.0","0.0"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 5 to 9 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 10 to 19 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 20 to 49 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 250 to 499 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 500 employees or more","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Veteran","Firms with no employees","2018","7","B","0","96","22.9","S","0.0","0.0"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Veteran","Firms with 1 to 4 employees","2018","3","B","0","95","53.5","S","0.0","6.8"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 1 to 4 employees","2018","1,030","R","1,922","64,843","21.9","S","30.4","39.8"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 10 to 19 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 50 to 99 employees","2018","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 100 to 249 employees","2018","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 250 to 499 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 500 employees or more","2018","10","T","9,034","352,724","16.1","S","2.1","1.3"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 50 to 99 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 250 to 499 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with no employees","2018","8","I","0","2,111","20.1","S","0.0","1.3"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"United States","61","Educational services","Male","Total","Total","Equally veteran/nonveteran","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Male","Total","Total","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Male","Total","Total","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 50 to 99 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 250 to 499 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Hispanic","Total","Equally veteran/nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with no employees","2018","10","I","0","10,378","16.1","S","0.0","0.8"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 50 to 99 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 250 to 499 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with no employees","2018","278","M","0","8,060","39.1","S","0.0","24.4"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 50 to 99 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 250 to 499 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Equally veteran/nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Minority","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Minority","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Equally veteran/nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","19","I","45","1,498","66.5","S","84.1","22.9"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","4","B","22","297","40.1","S","7.3","1.2"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Equally veteran/nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Equally veteran/nonveteran","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Equally veteran/nonveteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Equally veteran/nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Equally veteran/nonveteran","Firms with 20 to 49 employees","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Nonminority","Equally veteran/nonveteran","Firms with 50 to 99 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Nonminority","Equally veteran/nonveteran","Firms with 250 to 499 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 1 to 4 employees","2018","27,296","W","54,628","1,513,662","5.4","S","6.9","14.0"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 5 to 9 employees","2018","11,108","W","74,258","1,633,746","5.8","S","6.9","13.6"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 10 to 19 employees","2018","7,592","U","100,076","1,872,624","6.6","S","5.4","11.6"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 20 to 49 employees","2018","5,648","W","165,721","3,891,491","11.6","S","12.1","15.5"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 50 to 99 employees","2018","1,706","W","113,431","3,493,179","28.2","S","27.6","28.5"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 100 to 249 employees","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 250 to 499 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Nonveteran","Firms with 500 employees or more","2018","77","W","51,237","2,099,411","2.1","S","0.1","0.1"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with no employees","2018","3,606","T","0","138,851","13.4","S","0.0","10.4"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 1 to 4 employees","2018","11,120","U","22,229","534,299","7.3","S","8.5","18.9"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 5 to 9 employees","2018","5,184","U","34,651","610,954","5.0","S","5.2","21.7"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 10 to 19 employees","2018","2,951","U","38,036","584,721","11.9","S","12.3","21.6"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 20 to 49 employees","2018","2,136","U","62,727","1,389,188","29.6","S","27.6","29.3"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 50 to 99 employees","2018","760","U","52,069","1,426,190","40.1","S","38.7","41.5"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 100 to 249 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 250 to 499 employees","2018","5","R","1,079","71,811","62.9","S","18.9","18.6"
"United States","61","Educational services","Female","Total","Total","Nonveteran","Firms with 500 employees or more","2018","17","U","12,222","502,959","9.4","S","0.1","1.0"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 1 to 4 employees","2018","11,564","U","22,993","706,924","6.5","S","8.0","13.1"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 5 to 9 employees","2018","3,807","U","25,227","687,781","17.2","S","18.0","24.2"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 10 to 19 employees","2018","2,898","U","39,064","879,332","12.8","S","11.7","20.6"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 20 to 49 employees","2018","2,212","U","65,173","1,739,698","23.4","S","22.3","26.3"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 50 to 99 employees","2018","583","U","37,912","1,351,488","39.8","S","41.3","45.7"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 250 to 499 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"United States","61","Educational services","Male","Total","Total","Nonveteran","Firms with 500 employees or more","2018","54","U","35,037","1,459,007","3.0","S","0.4","0.4"
